query,p_genome,avg_abund,p_metag,metagenome name,accession,biome2
felCat9.fa.gz,0.00%,14.5,0.10%,ERR2241829,ERR2241829,Host-associated:Animal
felCat9.fa.gz,0.00%,4.4,0.00%,ERR2607425,ERR2607425,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.5,0.00%,SRR19721629,SRR19721629,Host-associated:Mammals
felCat9.fa.gz,0.00%,8.2,0.30%,SRR8114094,SRR8114094,Host-associated:Human
felCat9.fa.gz,0.00%,4.0,0.00%,ERR1513005,ERR1513005,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.9,0.00%,SRR3182294,SRR3182294,Host-associated:Human
felCat9.fa.gz,0.00%,13.1,0.10%,ERR2607455,ERR2607455,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.0,0.00%,ERR1525437,ERR1525437,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.4,0.00%,SRR7664975,SRR7664975,Host-associated:Mammals
felCat9.fa.gz,0.00%,129.9,1.90%,ERR1726689,ERR1726689,Environmental:Aquatic
felCat9.fa.gz,0.00%,16.2,0.40%,ERR770997,ERR770997,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,SRR3211770,SRR3211770,Environmental:Aquatic
felCat9.fa.gz,0.00%,2.3,0.00%,SRR2107175,SRR2107175,Engineered:Wastewater
felCat9.fa.gz,0.00%,4.5,0.10%,ERR2144879,ERR2144879,Host-associated:Plants
felCat9.fa.gz,0.00%,1.0,0.00%,SRR19759399,SRR19759399,Host-associated:Mammals
felCat9.fa.gz,0.00%,22.3,0.00%,ERR2126384,ERR2126384,Engineered:Food production
felCat9.fa.gz,0.00%,13.9,0.10%,SRR12181041,SRR12181041,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.8,0.20%,ERR5917037,ERR5917037,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.0,0.00%,SRR413741,SRR413741,Host-associated:Human
felCat9.fa.gz,0.00%,1.3,0.10%,SRR12272153,SRR12272153,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.8,0.10%,SRR14629561,SRR14629561,Host-associated:Mammals
felCat9.fa.gz,0.00%,26.2,0.30%,ERR5954473,ERR5954473,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.3,0.00%,ERR969518,ERR969518,Host-associated:Mammals
felCat9.fa.gz,0.00%,6.6,0.00%,SRR3017093,SRR3017093,Engineered:Food production
felCat9.fa.gz,0.10%,3.8,0.10%,SRR19241958,SRR19241958,Host-associated:Mammals
felCat9.fa.gz,0.00%,4.0,0.00%,ERR209194,ERR209194,Host-associated:Human
felCat9.fa.gz,0.00%,13.0,0.00%,ERR505091,ERR505091,Host-associated:Human
felCat9.fa.gz,0.10%,1.5,0.40%,SRR12203214,SRR12203214,Host-associated:Mammals
felCat9.fa.gz,0.00%,11.1,0.00%,ERR2607441,ERR2607441,Engineered:Wastewater
felCat9.fa.gz,0.00%,21.2,0.10%,ERR2241659,ERR2241659,Host-associated:Animal
felCat9.fa.gz,0.00%,2.0,0.00%,SRR6028289,SRR6028289,Host-associated:Human
felCat9.fa.gz,0.00%,5.5,0.00%,ERR1514427,ERR1514427,Engineered:Wastewater
felCat9.fa.gz,0.00%,11.7,0.00%,SRR3933377,SRR3933377,Environmental:Aquatic
felCat9.fa.gz,0.00%,6.0,0.00%,ERR2607377,ERR2607377,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.0,0.00%,SRR3989418,SRR3989418,Environmental:Aquatic
felCat9.fa.gz,0.00%,38.7,0.30%,SRR6514689,SRR6514689,Engineered:Food production
felCat9.fa.gz,0.10%,64.7,0.60%,ERR1726918,ERR1726918,Environmental:Aquatic
felCat9.fa.gz,0.10%,22.4,0.30%,SRR1917411,SRR1917411,Engineered:Lab enrichment
felCat9.fa.gz,0.10%,13.5,0.20%,ERR2241648,ERR2241648,Host-associated:Animal
felCat9.fa.gz,0.00%,1.2,0.00%,SRR1631249,SRR1631249,Host-associated:Human
felCat9.fa.gz,0.00%,4.2,0.20%,SRR7610126,SRR7610126,Host-associated:Fish
felCat9.fa.gz,0.00%,7.7,0.00%,SRR17188281,SRR17188281,Host-associated:Insecta
felCat9.fa.gz,0.00%,7.5,0.00%,SRR6193124,SRR6193124,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.2,0.00%,SRR7665011,SRR7665011,Host-associated:Mammals
felCat9.fa.gz,0.00%,5.0,0.10%,ERR2144872,ERR2144872,Host-associated:Plants
felCat9.fa.gz,0.00%,9.1,0.00%,SRR17255076,SRR17255076,Host-associated:Plants
felCat9.fa.gz,0.00%,2.8,0.00%,ERR5094858,ERR5094858,Host-associated:Fish
felCat9.fa.gz,0.00%,8.0,0.10%,ERR2607417,ERR2607417,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.5,0.50%,SRR5790663,SRR5790663,Host-associated:Mammals
felCat9.fa.gz,0.00%,167.6,0.20%,ERR9465700,ERR9465700,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.0,0.00%,SRR6038515,SRR6038515,Host-associated:Human
felCat9.fa.gz,0.00%,6.9,0.30%,SRR13753923,SRR13753923,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.7,0.00%,ERR2241769,ERR2241769,Host-associated:Animal
felCat9.fa.gz,0.00%,3.6,0.00%,ERR1869527,ERR1869527,Engineered:Food production
felCat9.fa.gz,0.10%,6.5,0.10%,SRR15730550,SRR15730550,Host-associated:Mammals
felCat9.fa.gz,0.00%,16.9,0.10%,ERR2607447,ERR2607447,Engineered:Wastewater
felCat9.fa.gz,0.00%,29.5,0.40%,SRR5788000,SRR5788000,Environmental:Aquatic
felCat9.fa.gz,0.00%,3.9,0.00%,SRR10810026,SRR10810026,Host-associated:Insecta
felCat9.fa.gz,0.00%,4.2,0.00%,ERR2808657,ERR2808657,Engineered:Wastewater
felCat9.fa.gz,0.00%,18.6,0.10%,SRR12180988,SRR12180988,Host-associated:Insecta
felCat9.fa.gz,0.00%,1.3,0.00%,SRR18825472,SRR18825472,Host-associated:Mammals
felCat9.fa.gz,0.00%,8.2,0.00%,ERR2607394,ERR2607394,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.0,0.00%,SRR6459199,SRR6459199,Environmental:Aquatic
felCat9.fa.gz,0.00%,7.5,0.10%,SRR17188291,SRR17188291,Host-associated:Insecta
felCat9.fa.gz,0.00%,5.8,0.00%,SRR11267042,SRR11267042,Host-associated:Insecta
felCat9.fa.gz,0.00%,9.0,0.10%,ERR4398711,ERR4398711,Host-associated:Animal
felCat9.fa.gz,0.00%,1.0,0.00%,ERR3174586,ERR3174586,Environmental:Terrestrial
felCat9.fa.gz,0.00%,1.0,0.00%,SRR3988298,SRR3988298,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,SRR1631486,SRR1631486,Host-associated:Human
felCat9.fa.gz,0.00%,4.1,0.10%,SRR7664954,SRR7664954,Host-associated:Mammals
felCat9.fa.gz,0.00%,4.2,0.00%,SRR17257128,SRR17257128,Host-associated:Mammals
felCat9.fa.gz,0.00%,3.8,0.00%,SRR19721636,SRR19721636,Host-associated:Mammals
felCat9.fa.gz,0.00%,4.8,0.00%,SRR9113730,SRR9113730,Host-associated:Birds
felCat9.fa.gz,0.00%,5.3,0.00%,SRR6713629,SRR6713629,Engineered:Solid waste
felCat9.fa.gz,0.00%,8.1,0.00%,SRR11267056,SRR11267056,Host-associated:Insecta
felCat9.fa.gz,0.00%,8.5,0.10%,ERR2592262,ERR2592262,Engineered:Wastewater
felCat9.fa.gz,0.10%,17.6,0.20%,ERR4869730,ERR4869730,Environmental:Aquatic
felCat9.fa.gz,0.00%,13.1,0.10%,SRR12180952,SRR12180952,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.0,0.00%,SRR3211811,SRR3211811,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.3,0.00%,SRR1631247,SRR1631247,Host-associated:Human
felCat9.fa.gz,0.00%,10.6,0.10%,SRR12181038,SRR12181038,Host-associated:Insecta
felCat9.fa.gz,0.00%,9.9,0.10%,SRR17188299,SRR17188299,Host-associated:Insecta
felCat9.fa.gz,0.10%,3.7,0.30%,ERR579308,ERR579308,Engineered:Modeled
felCat9.fa.gz,0.00%,3.2,0.00%,ERR2683608,ERR2683608,Environmental:Aquatic
felCat9.fa.gz,0.00%,4.0,0.00%,ERR1512997,ERR1512997,Engineered:Wastewater
felCat9.fa.gz,0.10%,18.8,0.10%,ERR2597529,ERR2597529,Host-associated:Mammals
felCat9.fa.gz,0.00%,3.5,0.00%,ERR10736388,ERR10736388,Engineered:Food production
felCat9.fa.gz,0.00%,4.1,0.00%,SRR10527396,SRR10527396,Host-associated:Plants
felCat9.fa.gz,0.00%,2.6,0.00%,ERR2607444,ERR2607444,Engineered:Wastewater
felCat9.fa.gz,0.10%,32.5,0.80%,ERR5094879,ERR5094879,Host-associated:Fish
felCat9.fa.gz,0.00%,4.6,0.00%,SRR5808812,SRR5808812,Environmental:Aquatic
felCat9.fa.gz,0.00%,5.6,0.00%,SRR9182863,SRR9182863,Host-associated:Invertebrates
felCat9.fa.gz,0.00%,16.7,0.10%,SRR12180983,SRR12180983,Host-associated:Insecta
felCat9.fa.gz,0.00%,17.6,0.10%,SRR3719569,SRR3719569,Environmental:Aquatic
felCat9.fa.gz,0.00%,8.0,0.00%,ERR2241760,ERR2241760,Host-associated:Animal
felCat9.fa.gz,0.00%,8.5,0.00%,SRR7664962,SRR7664962,Host-associated:Mammals
felCat9.fa.gz,0.00%,31.0,0.10%,ERR1201180,ERR1201180,Environmental:Aquatic
felCat9.fa.gz,0.00%,2.1,0.00%,SRR1873844,SRR1873844,Engineered:Food production
felCat9.fa.gz,0.00%,12.0,0.10%,SRR12181021,SRR12181021,Host-associated:Insecta
felCat9.fa.gz,0.00%,13.5,0.10%,SRR12181004,SRR12181004,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.0,0.00%,SRR2107181,SRR2107181,Engineered:Wastewater
felCat9.fa.gz,0.00%,4.7,0.00%,ERR2607393,ERR2607393,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.2,0.00%,SRR2107177,SRR2107177,Engineered:Wastewater
felCat9.fa.gz,0.00%,3.5,0.00%,SRR19721639,SRR19721639,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.5,0.00%,SRR3182026,SRR3182026,Host-associated:Human
felCat9.fa.gz,0.00%,1.7,0.10%,SRR5382226,SRR5382226,Host-associated:Mammals
felCat9.fa.gz,0.00%,13.2,0.10%,ERR2241972,ERR2241972,Host-associated:Animal
felCat9.fa.gz,0.00%,4.0,0.00%,SRR19721633,SRR19721633,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.0,0.00%,SRR4305336,SRR4305336,Host-associated:Human
felCat9.fa.gz,0.00%,14.5,0.30%,ERR589451,ERR589451,Host-associated:Human
felCat9.fa.gz,0.00%,2.5,0.00%,ERR2683640,ERR2683640,Environmental:Aquatic
felCat9.fa.gz,0.00%,853.5,1.90%,SRR13840003,SRR13840003,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.7,0.10%,SRR5382242,SRR5382242,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.9,0.00%,ERR2597439,ERR2597439,Host-associated:Mammals
felCat9.fa.gz,0.00%,17.0,0.10%,ERR5954423,ERR5954423,Environmental:Aquatic
felCat9.fa.gz,0.00%,118.0,2.90%,ERR2592331,ERR2592331,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.0,0.00%,SRR10810037,SRR10810037,Host-associated:Insecta
felCat9.fa.gz,0.00%,5.7,0.00%,ERR2607400,ERR2607400,Engineered:Wastewater
felCat9.fa.gz,0.10%,21.1,0.20%,ERR5094884,ERR5094884,Host-associated:Fish
felCat9.fa.gz,0.00%,6.8,0.00%,ERR2607467,ERR2607467,Engineered:Wastewater
felCat9.fa.gz,0.00%,40.3,0.20%,ERR2241867,ERR2241867,Host-associated:Animal
felCat9.fa.gz,0.00%,1.0,0.00%,ERR2815307,ERR2815307,Host-associated:Animal
felCat9.fa.gz,0.00%,8.5,0.20%,SRR3933279,SRR3933279,Environmental:Aquatic
felCat9.fa.gz,0.00%,9.8,0.00%,DRR163685,DRR163685,Environmental:Aquatic
felCat9.fa.gz,0.00%,16.2,0.10%,ERR4398738,ERR4398738,Host-associated:Animal
felCat9.fa.gz,0.00%,6.6,0.00%,ERR5094900,ERR5094900,Host-associated:Fish
felCat9.fa.gz,0.00%,4.7,0.00%,SRR10914163,SRR10914163,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.3,0.00%,SRR13839990,SRR13839990,Host-associated:Mammals
felCat9.fa.gz,0.00%,8.6,0.00%,ERR4398808,ERR4398808,Host-associated:Animal
felCat9.fa.gz,0.10%,29.5,0.80%,SRR12651215,SRR12651215,Host-associated:Fish
felCat9.fa.gz,0.00%,3.4,0.00%,ERR5214467,ERR5214467,Host-associated:Plants
felCat9.fa.gz,0.00%,1.5,0.00%,SRR3182354,SRR3182354,Host-associated:Human
felCat9.fa.gz,0.00%,4.4,0.10%,ERR2241792,ERR2241792,Host-associated:Animal
felCat9.fa.gz,0.00%,3.6,0.10%,SRR6514671,SRR6514671,Engineered:Food production
felCat9.fa.gz,0.00%,5.0,0.00%,SRR1747031,SRR1747031,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.0,0.00%,SRR3961741,SRR3961741,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.7,0.10%,SRR13256664,SRR13256664,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.9,0.00%,SRR7610134,SRR7610134,Host-associated:Fish
felCat9.fa.gz,0.00%,17.0,0.00%,ERR2102261,ERR2102261,Engineered:Food production
felCat9.fa.gz,0.10%,3.5,0.00%,ERR2241633,ERR2241633,Host-associated:Animal
felCat9.fa.gz,0.00%,4.3,0.00%,SRR1763383,SRR1763383,Engineered:Wastewater
felCat9.fa.gz,0.00%,6.8,0.10%,DRR092714,DRR092714,Environmental:Aquatic
felCat9.fa.gz,0.00%,2.2,0.00%,ERR1869528,ERR1869528,Engineered:Food production
felCat9.fa.gz,0.00%,2.0,0.00%,SRR3211797,SRR3211797,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.5,0.00%,ERR5083249,ERR5083249,Host-associated:Human
felCat9.fa.gz,0.00%,1.6,0.00%,SRR15431188,SRR15431188,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.0,0.00%,ERR1525438,ERR1525438,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.4,0.00%,SRR1873865,SRR1873865,Engineered:Food production
felCat9.fa.gz,0.00%,5.2,0.00%,SRR15604544,SRR15604544,Host-associated:Mammals
felCat9.fa.gz,0.00%,5.8,0.00%,SRR3017100,SRR3017100,Engineered:Food production
felCat9.fa.gz,0.00%,79.5,0.20%,SRR15730559,SRR15730559,Host-associated:Mammals
felCat9.fa.gz,0.00%,8.2,0.20%,ERR2709784,ERR2709784,Host-associated:Plants
felCat9.fa.gz,0.00%,2.0,0.00%,SRR1632818,SRR1632818,Host-associated:Human
felCat9.fa.gz,0.00%,7.0,0.00%,ERR2592260,ERR2592260,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.0,0.00%,ERR2683609,ERR2683609,Environmental:Aquatic
felCat9.fa.gz,0.10%,6.6,0.60%,SRR13753934,SRR13753934,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.0,0.00%,ERR1512985,ERR1512985,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.3,0.00%,ERR1869529,ERR1869529,Engineered:Food production
felCat9.fa.gz,0.00%,1.6,0.00%,SRR1631245,SRR1631245,Host-associated:Human
felCat9.fa.gz,0.00%,6.9,0.00%,SRR18079818,SRR18079818,Host-associated:Insecta
felCat9.fa.gz,0.00%,1.5,0.00%,SRR1632446,SRR1632446,Host-associated:Human
felCat9.fa.gz,0.00%,1.7,0.10%,SRR5382243,SRR5382243,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.0,0.00%,SRR3988445,SRR3988445,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,SRR1632444,SRR1632444,Host-associated:Human
felCat9.fa.gz,0.00%,1.0,0.00%,SRR1633016,SRR1633016,Host-associated:Human
felCat9.fa.gz,0.00%,6.7,0.00%,SRR11267061,SRR11267061,Host-associated:Insecta
felCat9.fa.gz,0.00%,11.7,0.20%,SRR13827521,SRR13827521,Host-associated:Mammals
felCat9.fa.gz,0.00%,5.6,0.00%,SRR12908324,SRR12908324,Engineered:Lab enrichment
felCat9.fa.gz,0.00%,12.5,0.00%,ERR2241808,ERR2241808,Host-associated:Animal
felCat9.fa.gz,0.00%,11.8,0.00%,ERR2241861,ERR2241861,Host-associated:Animal
felCat9.fa.gz,0.00%,453.0,2.40%,ERR2245483,ERR2245483,Host-associated:Animal
felCat9.fa.gz,0.30%,28.5,5.90%,SRR6757613,SRR6757613,Host-associated:Human
felCat9.fa.gz,0.10%,8.7,0.10%,SRR12180950,SRR12180950,Host-associated:Insecta
felCat9.fa.gz,0.10%,17.1,0.20%,ERR4869831,ERR4869831,Environmental:Aquatic
felCat9.fa.gz,0.00%,10.4,0.10%,SRR17134012,SRR17134012,Host-associated:Insecta
felCat9.fa.gz,0.00%,1.6,0.10%,SRR12272121,SRR12272121,Host-associated:Mammals
felCat9.fa.gz,0.00%,2.1,0.10%,SRR5382222,SRR5382222,Host-associated:Mammals
felCat9.fa.gz,0.00%,5.3,0.00%,SRR17255082,SRR17255082,Host-associated:Plants
felCat9.fa.gz,0.00%,18.0,0.00%,SRR1572169,SRR1572169,Environmental:Aquatic
felCat9.fa.gz,0.00%,2.0,0.00%,SRR4305098,SRR4305098,Host-associated:Human
felCat9.fa.gz,0.00%,3.5,0.00%,ERR2241934,ERR2241934,Host-associated:Animal
felCat9.fa.gz,0.00%,2.5,0.00%,ERR2683619,ERR2683619,Environmental:Aquatic
felCat9.fa.gz,0.00%,8.5,0.00%,SRR17188280,SRR17188280,Host-associated:Insecta
felCat9.fa.gz,0.00%,7.1,0.00%,SRR11267063,SRR11267063,Host-associated:Insecta
felCat9.fa.gz,0.00%,13.7,0.10%,SRR12097447,SRR12097447,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.0,0.00%,SRR1631311,SRR1631311,Host-associated:Human
felCat9.fa.gz,0.00%,4.7,0.00%,SRR7610128,SRR7610128,Host-associated:Fish
felCat9.fa.gz,0.00%,1.5,0.00%,ERR2806351,ERR2806351,Host-associated:Human
felCat9.fa.gz,0.00%,10.8,0.10%,ERR2241870,ERR2241870,Host-associated:Animal
felCat9.fa.gz,0.00%,69.5,0.10%,ERR1877480,ERR1877480,Engineered:Modeled
felCat9.fa.gz,0.00%,3.7,0.00%,SRR15604576,SRR15604576,Host-associated:Mammals
felCat9.fa.gz,0.00%,6.4,0.00%,ERR2607384,ERR2607384,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.5,0.00%,ERR2241787,ERR2241787,Host-associated:Animal
felCat9.fa.gz,0.00%,8.3,0.00%,ERR2607484,ERR2607484,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.0,0.00%,SRR1631312,SRR1631312,Host-associated:Human
felCat9.fa.gz,0.00%,5.1,0.00%,SRR11267062,SRR11267062,Host-associated:Insecta
felCat9.fa.gz,0.10%,6.6,0.10%,ERR2241663,ERR2241663,Host-associated:Animal
felCat9.fa.gz,0.00%,13.4,0.30%,ERR5094904,ERR5094904,Host-associated:Fish
felCat9.fa.gz,0.00%,2.2,0.00%,ERR2683634,ERR2683634,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,SRR2083222,SRR2083222,Environmental:Aquatic
felCat9.fa.gz,0.00%,5.8,0.00%,ERR4404431,ERR4404431,Environmental:Aquatic
felCat9.fa.gz,0.00%,7.0,0.10%,SRR1917097,SRR1917097,Engineered:Lab enrichment
felCat9.fa.gz,0.00%,1.0,0.00%,ERR5083213,ERR5083213,Host-associated:Human
felCat9.fa.gz,0.10%,18.7,0.40%,SRR12651217,SRR12651217,Host-associated:Fish
felCat9.fa.gz,0.00%,53.7,0.40%,SRR5916806,SRR5916806,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.9,0.00%,SRR10810017,SRR10810017,Host-associated:Insecta
felCat9.fa.gz,0.00%,6.7,0.10%,SRR6490002,SRR6490002,Host-associated:Microbial
felCat9.fa.gz,0.00%,5.2,0.00%,SRR5808833,SRR5808833,Environmental:Aquatic
felCat9.fa.gz,0.00%,12.3,0.10%,SRR17134014,SRR17134014,Host-associated:Insecta
felCat9.fa.gz,0.00%,5.0,0.10%,ERR2597415,ERR2597415,Host-associated:Mammals
felCat9.fa.gz,0.00%,8.1,0.00%,ERR4398806,ERR4398806,Host-associated:Animal
felCat9.fa.gz,0.00%,33.0,0.20%,ERR10222453,ERR10222453,Host-associated:Birds
felCat9.fa.gz,0.00%,5.5,0.00%,ERR4398752,ERR4398752,Host-associated:Animal
felCat9.fa.gz,0.00%,5.6,0.00%,SRR11267064,SRR11267064,Host-associated:Insecta
felCat9.fa.gz,0.00%,12.7,0.10%,ERR5385027,ERR5385027,Host-associated:Plants
felCat9.fa.gz,0.00%,2.7,0.00%,SRR3017087,SRR3017087,Engineered:Food production
felCat9.fa.gz,0.00%,1.9,0.00%,SRR10810024,SRR10810024,Host-associated:Insecta
felCat9.fa.gz,0.00%,15.3,0.10%,SRR12180939,SRR12180939,Host-associated:Insecta
felCat9.fa.gz,0.00%,1.0,0.00%,ERR2683613,ERR2683613,Environmental:Aquatic
felCat9.fa.gz,0.00%,11.0,0.10%,SRR17134011,SRR17134011,Host-associated:Insecta
felCat9.fa.gz,0.00%,18.0,0.10%,SRR12180987,SRR12180987,Host-associated:Insecta
felCat9.fa.gz,0.00%,4.8,0.00%,ERR2231569,ERR2231569,Engineered:Food production
felCat9.fa.gz,0.00%,7.9,0.10%,SRR7110451,SRR7110451,Engineered:Wastewater
felCat9.fa.gz,0.00%,8.0,0.00%,SRR4408209,SRR4408209,Host-associated:Human
felCat9.fa.gz,0.00%,2.9,0.00%,SRR15604520,SRR15604520,Host-associated:Mammals
felCat9.fa.gz,0.00%,19.3,0.40%,SRR12479795,SRR12479795,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,SRR6038254,SRR6038254,Host-associated:Human
felCat9.fa.gz,0.10%,3.8,0.10%,SRR15604594,SRR15604594,Host-associated:Mammals
felCat9.fa.gz,0.00%,31.1,0.10%,ERR2241758,ERR2241758,Host-associated:Animal
felCat9.fa.gz,0.00%,7.4,0.10%,ERR2241930,ERR2241930,Host-associated:Animal
felCat9.fa.gz,0.00%,5.2,0.00%,SRR3017086,SRR3017086,Engineered:Food production
felCat9.fa.gz,0.00%,1.5,0.00%,ERR2721171,ERR2721171,Environmental:Aquatic
felCat9.fa.gz,0.00%,4.6,0.00%,ERR2762148,ERR2762148,Environmental:Aquatic
felCat9.fa.gz,0.00%,2.5,0.00%,SRR10810009,SRR10810009,Host-associated:Insecta
felCat9.fa.gz,0.00%,6.4,0.30%,ERR1868847,ERR1868847,Host-associated:Fish
felCat9.fa.gz,0.00%,9.5,0.00%,ERR2241732,ERR2241732,Host-associated:Animal
felCat9.fa.gz,0.00%,33.2,0.60%,ERR5094850,ERR5094850,Host-associated:Fish
felCat9.fa.gz,0.00%,10.5,0.10%,SRR12180978,SRR12180978,Host-associated:Insecta
felCat9.fa.gz,0.00%,2.7,0.00%,ERR2808660,ERR2808660,Engineered:Wastewater
felCat9.fa.gz,0.00%,3.2,0.00%,ERR2889250,ERR2889250,Host-associated:Animal
felCat9.fa.gz,0.00%,7.8,0.10%,ERR2863816,ERR2863816,Host-associated:Animal
felCat9.fa.gz,0.00%,3.5,0.00%,ERR2889249,ERR2889249,Host-associated:Animal
felCat9.fa.gz,0.00%,7.8,0.00%,ERR2241862,ERR2241862,Host-associated:Animal
felCat9.fa.gz,0.00%,5.8,0.00%,SRR11267079,SRR11267079,Host-associated:Insecta
felCat9.fa.gz,0.10%,4.3,0.10%,ERR3339027,ERR3339027,Host-associated:Birds
felCat9.fa.gz,0.00%,5.5,0.00%,SRR5924453,SRR5924453,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.5,0.00%,SRR13840024,SRR13840024,Host-associated:Mammals
felCat9.fa.gz,0.00%,5.0,0.20%,SRR13753940,SRR13753940,Host-associated:Mammals
felCat9.fa.gz,0.00%,5.6,0.00%,SRR4030105,SRR4030105,Environmental:Aquatic
felCat9.fa.gz,0.00%,9.6,0.10%,SRR12181048,SRR12181048,Host-associated:Insecta
felCat9.fa.gz,0.00%,1.9,0.00%,SRR11092501,SRR11092501,Host-associated:Plants
felCat9.fa.gz,0.00%,2.9,0.00%,SRR2107213,SRR2107213,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.5,0.00%,SRR1632816,SRR1632816,Host-associated:Human
felCat9.fa.gz,0.00%,12.9,0.10%,ERR2848538,ERR2848538,Environmental:Aquatic
felCat9.fa.gz,0.00%,14.0,0.00%,SRR6323518,SRR6323518,Host-associated:Birds
felCat9.fa.gz,0.10%,2.1,0.10%,ERR2597533,ERR2597533,Host-associated:Mammals
felCat9.fa.gz,0.00%,11.5,0.10%,SRR12180972,SRR12180972,Host-associated:Insecta
felCat9.fa.gz,0.00%,4.3,0.10%,ERR3357629,ERR3357629,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.0,0.00%,ERR748019,ERR748019,Host-associated:Human
felCat9.fa.gz,0.00%,1.0,0.00%,SRR3341747,SRR3341747,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,SRR3989408,SRR3989408,Environmental:Aquatic
felCat9.fa.gz,0.00%,1.0,0.00%,ERR2815295,ERR2815295,Host-associated:Animal
felCat9.fa.gz,0.00%,1.0,0.00%,SRR12524504,SRR12524504,Host-associated:Mammals
felCat9.fa.gz,0.00%,1.3,0.00%,ERR676905,ERR676905,Host-associated:Plants
felCat9.fa.gz,0.10%,18.8,0.30%,SRR5468193,SRR5468193,Environmental:Aquatic
felCat9.fa.gz,0.00%,5.2,0.00%,ERR2437276,ERR2437276,Environmental:Aquatic
felCat9.fa.gz,0.00%,3.2,0.10%,SRR13256641,SRR13256641,Host-associated:Insecta
felCat9.fa.gz,0.00%,5.0,0.00%,ERR2808647,ERR2808647,Engineered:Wastewater
felCat9.fa.gz,0.00%,4.3,0.10%,SRR16632757,SRR16632757,Host-associated:Mammals
felCat9.fa.gz,0.00%,6.6,0.00%,SRR10914158,SRR10914158,Host-associated:Insecta
felCat9.fa.gz,0.00%,3.5,0.00%,SRR10914156,SRR10914156,Host-associated:Insecta
felCat9.fa.gz,0.30%,28.4,5.30%,SRR1950750,SRR1950750,Host-associated:Human
felCat9.fa.gz,0.00%,3.6,0.00%,ERR2407577,ERR2407577,Environmental:Aquatic
felCat9.fa.gz,0.10%,5.1,0.00%,SRR17684633,SRR17684633,Host-associated:Mammals
felCat9.fa.gz,0.00%,9.2,0.10%,ERR5866883,ERR5866883,Environmental:Terrestrial
felCat9.fa.gz,0.00%,2.2,0.00%,SRR10810022,SRR10810022,Host-associated:Insecta
felCat9.fa.gz,0.10%,99.9,1.20%,ERR2245452,ERR2245452,Host-associated:Animal
felCat9.fa.gz,0.00%,3.2,0.00%,ERR1470830,ERR1470830,Engineered:Wastewater
felCat9.fa.gz,0.00%,1.0,0.00%,SRR19759444,SRR19759444,Host-associated:Mammals
felCat9.fa.gz,0.00%,4.8,0.00%,ERR2592259,ERR2592259,Engineered:Wastewater
felCat9.fa.gz,0.00%,2.6,0.00%,ERR2683644,ERR2683644,Environmental:Aquatic
felCat9.fa.gz,0.10%,36.7,0.20%,ERR4691775,ERR4691775,Environmental:Aquatic
